encounter_time,male,female
2.249923213131911,"sex: -1, alleles: 0.29","sex: 1, alleles: -0.83"
2.2500614011478306,"sex: -1, alleles: -1.2","sex: 1, alleles: -0.37"
2.250104826990214,"sex: -1, alleles: 0.24","sex: 1, alleles: 0.46"
2.2501401741218228,"sex: -1, alleles: -0.17","sex: 1, alleles: -0.52"
2.2502989197018017,"sex: -1, alleles: 0.2","sex: 1, alleles: -0.66"
2.2503258615600217,"sex: -1, alleles: 0.02","sex: 1, alleles: 0.46"
2.2504958599426637,"sex: -1, alleles: 0.63","sex: 1, alleles: -0.15"
2.2505693486448566,"sex: -1, alleles: -0.12","sex: 1, alleles: -0.46"
2.2507251881654136,"sex: -1, alleles: 1.03","sex: 1, alleles: -0.89"
2.250793239264616,"sex: -1, alleles: 0.68","sex: 1, alleles: -0.32"
2.2515982607246223,"sex: -1, alleles: -0.56","sex: 1, alleles: 1.04"
2.2517576188088357,"sex: -1, alleles: 0.55","sex: 1, alleles: 1.0"
2.251780681551912,"sex: -1, alleles: 0.68","sex: 1, alleles: -0.75"
2.2526760854517507,"sex: -1, alleles: -0.43","sex: 1, alleles: 0.92"
2.2530452050021657,"sex: -1, alleles: -0.13","sex: 1, alleles: -0.15"
2.253716775956445,"sex: -1, alleles: -0.67","sex: 1, alleles: 0.2"
2.253749018957967,"sex: -1, alleles: 0.44","sex: 1, alleles: -1.17"
2.25661671760518,"sex: -1, alleles: 0.32","sex: 1, alleles: -0.72"
2.257502155288966,"sex: -1, alleles: -0.07","sex: 1, alleles: -0.96"
2.2575154059689218,"sex: -1, alleles: 0.58","sex: 1, alleles: -0.21"
2.257769399643327,"sex: -1, alleles: 0.23","sex: 1, alleles: -0.77"
2.257946739430877,"sex: -1, alleles: -0.14","sex: 1, alleles: 0.9"
2.25824475621976,"sex: -1, alleles: 1.04","sex: 1, alleles: -0.49"
2.2593516149430095,"sex: -1, alleles: -0.6","sex: 1, alleles: -1.04"
2.2601653444548786,"sex: -1, alleles: 0.29","sex: 1, alleles: -1.41"
2.2602484506783314,"sex: -1, alleles: -0.69","sex: 1, alleles: 0.28"
2.2609037778401913,"sex: -1, alleles: -0.12","sex: 1, alleles: 0.46"
2.2614090982001764,"sex: -1, alleles: -0.79","sex: 1, alleles: -0.69"
2.2614290741422174,"sex: -1, alleles: 0.47","sex: 1, alleles: -0.45"
2.261932603777506,"sex: -1, alleles: -1.1","sex: 1, alleles: -0.1"
2.262584866512538,"sex: -1, alleles: -0.64","sex: 1, alleles: 0.44"
2.263314382826835,"sex: -1, alleles: 0.24","sex: 1, alleles: 0.28"
2.2634657948414016,"sex: -1, alleles: 0.08","sex: 1, alleles: -0.75"
2.2636319009005312,"sex: -1, alleles: -0.79","sex: 1, alleles: 1.24"
2.263755002034362,"sex: -1, alleles: -0.02","sex: 1, alleles: -0.96"
2.2640125889280123,"sex: -1, alleles: -0.89","sex: 1, alleles: -0.66"
2.2647251527478445,"sex: -1, alleles: 0.2","sex: 1, alleles: -0.52"
2.2649568238913362,"sex: -1, alleles: 0.35","sex: 1, alleles: 1.17"
2.265054688371767,"sex: -1, alleles: 0.1","sex: 1, alleles: -0.84"
2.2652333052315674,"sex: -1, alleles: -0.41","sex: 1, alleles: -0.09"
2.265696008089068,"sex: -1, alleles: -0.41","sex: 1, alleles: 1.27"
2.2665888509665137,"sex: -1, alleles: -0.5","sex: 1, alleles: -0.21"
2.266743451866148,"sex: -1, alleles: 1.28","sex: 1, alleles: -0.11"
2.266887969537041,"sex: -1, alleles: 0.42","sex: 1, alleles: 0.32"
2.2675326773136097,"sex: -1, alleles: 0.36","sex: 1, alleles: -0.49"
2.268078647486491,"sex: -1, alleles: -0.37","sex: 1, alleles: -0.08"
2.2685510583171604,"sex: -1, alleles: -0.26","sex: 1, alleles: 0.75"
2.26923159034653,"sex: -1, alleles: 0.08","sex: 1, alleles: 0.76"
2.269331875008983,"sex: -1, alleles: 0.18","sex: 1, alleles: -0.7"
2.2693451887698344,"sex: -1, alleles: 1.05","sex: 1, alleles: 0.8"
2.269762497515591,"sex: -1, alleles: 0.59","sex: 1, alleles: -0.95"
2.269819778064199,"sex: -1, alleles: 0.35","sex: 1, alleles: 0.33"
2.270568171473437,"sex: -1, alleles: -0.12","sex: 1, alleles: 0.21"
2.270608516816349,"sex: -1, alleles: 0.95","sex: 1, alleles: 0.37"
2.270635372744362,"sex: -1, alleles: 0.11","sex: 1, alleles: -0.72"
2.270656424233261,"sex: -1, alleles: 0.62","sex: 1, alleles: -0.47"
2.2710676982726277,"sex: -1, alleles: 0.88","sex: 1, alleles: -0.47"
2.27133079506434,"sex: -1, alleles: -0.81","sex: 1, alleles: -0.82"
2.271410811106937,"sex: -1, alleles: 0.0","sex: 1, alleles: 0.16"
2.271774028954627,"sex: -1, alleles: 0.17","sex: 1, alleles: 0.13"
2.271807244176823,"sex: -1, alleles: 0.08","sex: 1, alleles: -0.9"
2.2718360583693857,"sex: -1, alleles: -1.11","sex: 1, alleles: 0.46"
2.271889963818686,"sex: -1, alleles: 1.85","sex: 1, alleles: 0.13"
2.271935819634451,"sex: -1, alleles: -0.47","sex: 1, alleles: 0.56"
2.272157762491284,"sex: -1, alleles: -1.41","sex: 1, alleles: -0.81"
2.272374794893406,"sex: -1, alleles: -0.85","sex: 1, alleles: -0.53"
2.2731871498005853,"sex: -1, alleles: 2.0","sex: 1, alleles: -0.39"
2.2732115330608775,"sex: -1, alleles: 1.32","sex: 1, alleles: 0.55"
2.2746568793885453,"sex: -1, alleles: -0.31","sex: 1, alleles: -0.71"
2.274711451547879,"sex: -1, alleles: -0.29","sex: 1, alleles: -0.29"
2.2750397981879114,"sex: -1, alleles: -0.41","sex: 1, alleles: 0.28"
2.275076928528284,"sex: -1, alleles: 0.21","sex: 1, alleles: -0.22"
2.27514549453394,"sex: -1, alleles: 1.34","sex: 1, alleles: -0.44"
2.2751753637276293,"sex: -1, alleles: -0.59","sex: 1, alleles: -0.25"
2.2753069310000993,"sex: -1, alleles: 0.78","sex: 1, alleles: -0.24"
2.275514661689451,"sex: -1, alleles: 0.55","sex: 1, alleles: 0.42"
2.276011756252552,"sex: -1, alleles: -1.73","sex: 1, alleles: 0.53"
2.276297616541261,"sex: -1, alleles: 0.75","sex: 1, alleles: 0.06"
2.2764217330629752,"sex: -1, alleles: 0.75","sex: 1, alleles: -0.75"
2.276487091945763,"sex: -1, alleles: -0.08","sex: 1, alleles: 0.6"
2.27652573030006,"sex: -1, alleles: -0.31","sex: 1, alleles: 0.63"
2.277362743197966,"sex: -1, alleles: 0.84","sex: 1, alleles: -0.69"
2.277446550679375,"sex: -1, alleles: 0.77","sex: 1, alleles: -0.45"
2.2780962676100835,"sex: -1, alleles: 0.9","sex: 1, alleles: -0.3"
2.278128369569162,"sex: -1, alleles: -0.1","sex: 1, alleles: -0.13"
2.2781914401808683,"sex: -1, alleles: -0.19","sex: 1, alleles: -0.75"
2.278942218678857,"sex: -1, alleles: 1.11","sex: 1, alleles: -0.42"
2.278988535985912,"sex: -1, alleles: -0.11","sex: 1, alleles: -1.03"
2.2790589735426634,"sex: -1, alleles: 0.11","sex: 1, alleles: 0.75"
2.2793587835820803,"sex: -1, alleles: -0.33","sex: 1, alleles: -0.24"
2.2795526405517856,"sex: -1, alleles: -0.43","sex: 1, alleles: -0.77"
2.2797173867435587,"sex: -1, alleles: -0.3","sex: 1, alleles: -0.71"
2.2800348435005366,"sex: -1, alleles: -0.21","sex: 1, alleles: -0.73"
2.280345280421473,"sex: -1, alleles: 0.19","sex: 1, alleles: -0.02"
2.2804733740393597,"sex: -1, alleles: -1.57","sex: 1, alleles: 1.14"
2.280599212433458,"sex: -1, alleles: 0.83","sex: 1, alleles: 1.43"
2.2808128826485774,"sex: -1, alleles: -0.87","sex: 1, alleles: 0.69"
2.280853122650988,"sex: -1, alleles: 0.71","sex: 1, alleles: -0.48"
2.281255287092379,"sex: -1, alleles: 0.3","sex: 1, alleles: -0.3"
2.2817570617587393,"sex: -1, alleles: -0.5","sex: 1, alleles: -0.58"
2.2825315934935704,"sex: -1, alleles: -1.44","sex: 1, alleles: -0.24"
2.282592812901142,"sex: -1, alleles: 0.05","sex: 1, alleles: 0.42"
2.282627190739791,"sex: -1, alleles: 1.5","sex: 1, alleles: -0.01"
2.282838141083875,"sex: -1, alleles: 0.68","sex: 1, alleles: 0.8"
2.2829917143317005,"sex: -1, alleles: -0.17","sex: 1, alleles: 0.52"
2.283223117941616,"sex: -1, alleles: 1.21","sex: 1, alleles: -0.86"
2.2835020489140336,"sex: -1, alleles: 0.35","sex: 1, alleles: 0.6"
2.2836420457038518,"sex: -1, alleles: -0.33","sex: 1, alleles: 0.75"
2.2837079237290436,"sex: -1, alleles: -0.44","sex: 1, alleles: -0.01"
2.2838164690099743,"sex: -1, alleles: 1.85","sex: 1, alleles: -0.07"
2.2842812865991458,"sex: -1, alleles: 0.03","sex: 1, alleles: -0.22"
2.2845151601997022,"sex: -1, alleles: 0.83","sex: 1, alleles: 0.62"
2.284744488167939,"sex: -1, alleles: -0.77","sex: 1, alleles: -0.78"
2.2849789702038983,"sex: -1, alleles: -0.49","sex: 1, alleles: -0.18"
2.2850244034989724,"sex: -1, alleles: 0.89","sex: 1, alleles: 0.42"
2.2850314901536457,"sex: -1, alleles: -0.34","sex: 1, alleles: 0.13"
2.285438791338865,"sex: -1, alleles: 0.25","sex: 1, alleles: -0.23"
2.285657290769283,"sex: -1, alleles: 0.32","sex: 1, alleles: 1.17"
2.2858303529779445,"sex: -1, alleles: -0.83","sex: 1, alleles: -1.43"
2.2863187902471083,"sex: -1, alleles: 0.82","sex: 1, alleles: -0.72"
2.2865898861076204,"sex: -1, alleles: -1.2","sex: 1, alleles: 0.33"
2.2871622999184638,"sex: -1, alleles: -0.81","sex: 1, alleles: -1.51"
2.2873649376672387,"sex: -1, alleles: -0.15","sex: 1, alleles: 0.46"
2.2883433790211676,"sex: -1, alleles: 0.39","sex: 1, alleles: 0.41"
2.2884348666339336,"sex: -1, alleles: 0.0","sex: 1, alleles: 0.71"
2.2887668696646912,"sex: -1, alleles: -0.27","sex: 1, alleles: 0.85"
2.288811806407598,"sex: -1, alleles: -0.69","sex: 1, alleles: 0.58"
2.289282548428898,"sex: -1, alleles: 0.03","sex: 1, alleles: -0.66"
2.290734275750476,"sex: -1, alleles: -0.33","sex: 1, alleles: 0.07"
2.2908297642868805,"sex: -1, alleles: -0.15","sex: 1, alleles: -0.25"
2.290912904909903,"sex: -1, alleles: 0.08","sex: 1, alleles: 0.75"
2.2912500018459117,"sex: -1, alleles: 0.51","sex: 1, alleles: -0.65"
2.291316890197619,"sex: -1, alleles: 0.19","sex: 1, alleles: -0.4"
2.2914918795157293,"sex: -1, alleles: -1.17","sex: 1, alleles: 0.33"
2.291940871866081,"sex: -1, alleles: -0.2","sex: 1, alleles: 0.49"
2.2920065487030254,"sex: -1, alleles: -0.25","sex: 1, alleles: 0.25"
2.2922181529043524,"sex: -1, alleles: -0.67","sex: 1, alleles: -0.13"
2.2926823380537917,"sex: -1, alleles: 0.9","sex: 1, alleles: -0.18"
2.2930459629682955,"sex: -1, alleles: 1.75","sex: 1, alleles: 0.18"
2.2933211446488735,"sex: -1, alleles: 0.57","sex: 1, alleles: -0.46"
2.2936574053406975,"sex: -1, alleles: -0.75","sex: 1, alleles: 0.1"
2.2937973869632504,"sex: -1, alleles: -0.9","sex: 1, alleles: -0.65"
2.2938870594168232,"sex: -1, alleles: 0.15","sex: 1, alleles: 0.88"
2.294342940603582,"sex: -1, alleles: 0.55","sex: 1, alleles: -0.81"
2.2948426377823727,"sex: -1, alleles: -0.19","sex: 1, alleles: -0.8"
2.2953458710543995,"sex: -1, alleles: 0.45","sex: 1, alleles: 1.34"
2.296686454529804,"sex: -1, alleles: 0.23","sex: 1, alleles: -1.32"
2.296913347207631,"sex: -1, alleles: -1.86","sex: 1, alleles: 0.75"
2.2972302880825737,"sex: -1, alleles: 0.23","sex: 1, alleles: -0.18"
2.2972372624407025,"sex: -1, alleles: 0.07","sex: 1, alleles: 0.13"
2.2973775563085255,"sex: -1, alleles: -0.05","sex: 1, alleles: -0.16"
2.2976376566341905,"sex: -1, alleles: -0.7","sex: 1, alleles: 0.83"
2.2979636148125895,"sex: -1, alleles: 1.11","sex: 1, alleles: 1.07"
2.2980153900727447,"sex: -1, alleles: -0.05","sex: 1, alleles: 0.18"
2.2983431483900993,"sex: -1, alleles: 1.42","sex: 1, alleles: -1.32"
2.2994299574505357,"sex: -1, alleles: -0.44","sex: 1, alleles: -1.11"
2.300319315473383,"sex: -1, alleles: -1.26","sex: 1, alleles: 0.05"
2.3010561237538276,"sex: -1, alleles: -1.1","sex: 1, alleles: -1.23"
2.301765845499247,"sex: -1, alleles: -0.02","sex: 1, alleles: 0.32"
2.3021412702688915,"sex: -1, alleles: 0.35","sex: 1, alleles: 0.27"
2.3023233623237993,"sex: -1, alleles: 0.34","sex: 1, alleles: -0.11"
2.302991486160474,"sex: -1, alleles: -0.78","sex: 1, alleles: 1.24"
2.303450682378804,"sex: -1, alleles: -0.08","sex: 1, alleles: -0.6"
2.303532034495398,"sex: -1, alleles: -0.21","sex: 1, alleles: -0.82"
2.3038171162152246,"sex: -1, alleles: 1.05","sex: 1, alleles: 0.49"
2.3046112394117015,"sex: -1, alleles: 0.3","sex: 1, alleles: 0.49"
2.305189716173986,"sex: -1, alleles: 0.07","sex: 1, alleles: 0.27"
2.3052491981567957,"sex: -1, alleles: -0.1","sex: 1, alleles: 0.26"
2.3056910489094307,"sex: -1, alleles: -1.01","sex: 1, alleles: -0.73"
2.3058918970477276,"sex: -1, alleles: -1.2","sex: 1, alleles: -0.07"
2.306049370877047,"sex: -1, alleles: -0.22","sex: 1, alleles: -0.25"
2.306166933760373,"sex: -1, alleles: -0.62","sex: 1, alleles: -0.49"
2.306387600062518,"sex: -1, alleles: -0.85","sex: 1, alleles: -0.38"
2.306439763264024,"sex: -1, alleles: -0.17","sex: 1, alleles: 0.17"
2.3068054939120928,"sex: -1, alleles: -0.27","sex: 1, alleles: 0.44"
2.3071270942671647,"sex: -1, alleles: -0.05","sex: 1, alleles: 0.68"
2.30726021292331,"sex: -1, alleles: 1.34","sex: 1, alleles: -0.73"
2.3076893188458296,"sex: -1, alleles: 0.9","sex: 1, alleles: -0.36"
2.3077044655316294,"sex: -1, alleles: 0.06","sex: 1, alleles: -0.32"
2.3078089924482064,"sex: -1, alleles: 0.56","sex: 1, alleles: 0.46"
2.3088065898562067,"sex: -1, alleles: 0.04","sex: 1, alleles: -0.09"
2.3090408754803744,"sex: -1, alleles: -0.02","sex: 1, alleles: 0.38"
2.3097303869524106,"sex: -1, alleles: 0.35","sex: 1, alleles: 1.24"
2.310096484920601,"sex: -1, alleles: 0.08","sex: 1, alleles: -0.11"
2.3102723231024322,"sex: -1, alleles: 0.31","sex: 1, alleles: -0.23"
2.310364657844886,"sex: -1, alleles: 0.55","sex: 1, alleles: 1.27"
2.310897978217339,"sex: -1, alleles: -0.98","sex: 1, alleles: -0.59"
2.3122539035894767,"sex: -1, alleles: -0.39","sex: 1, alleles: 0.83"
2.31288702168525,"sex: -1, alleles: 0.33","sex: 1, alleles: -0.77"
2.313276827299607,"sex: -1, alleles: 0.52","sex: 1, alleles: -0.46"
2.313687740857179,"sex: -1, alleles: 0.23","sex: 1, alleles: -0.27"
2.3138485020889696,"sex: -1, alleles: -0.26","sex: 1, alleles: 0.18"
2.313944057748436,"sex: -1, alleles: -0.08","sex: 1, alleles: -0.03"
2.313994683747034,"sex: -1, alleles: -0.02","sex: 1, alleles: 0.28"
2.314180015407063,"sex: -1, alleles: 0.64","sex: 1, alleles: -0.18"
2.3143668452618478,"sex: -1, alleles: 0.29","sex: 1, alleles: -0.18"
2.3146441556606474,"sex: -1, alleles: 0.31","sex: 1, alleles: -0.42"
2.3151902430468936,"sex: -1, alleles: 0.86","sex: 1, alleles: 0.14"
2.3152541595435334,"sex: -1, alleles: -0.56","sex: 1, alleles: 0.0"
2.3159500651805027,"sex: -1, alleles: 0.08","sex: 1, alleles: 1.11"
2.3163454650955018,"sex: -1, alleles: 1.75","sex: 1, alleles: -0.22"
2.316733919651167,"sex: -1, alleles: 0.55","sex: 1, alleles: 0.33"
2.3167394395959064,"sex: -1, alleles: 0.95","sex: 1, alleles: 0.05"
2.317647228057538,"sex: -1, alleles: -0.12","sex: 1, alleles: -0.01"
2.317714060883038,"sex: -1, alleles: 0.74","sex: 1, alleles: 0.32"
2.3178327853577527,"sex: -1, alleles: 0.83","sex: 1, alleles: 0.75"
2.3182082884745596,"sex: -1, alleles: -0.81","sex: 1, alleles: -0.81"
2.3182890181726883,"sex: -1, alleles: 0.55","sex: 1, alleles: 0.74"
2.3184551802245323,"sex: -1, alleles: -0.33","sex: 1, alleles: -0.44"
2.318616885847564,"sex: -1, alleles: 0.35","sex: 1, alleles: 0.26"
2.31908357256,"sex: -1, alleles: 0.03","sex: 1, alleles: 0.79"
2.3192617975235326,"sex: -1, alleles: -0.45","sex: 1, alleles: -1.04"
2.319786519793005,"sex: -1, alleles: 1.34","sex: 1, alleles: 0.43"
2.3198457736715663,"sex: -1, alleles: 0.7","sex: 1, alleles: 0.1"
2.319849692544579,"sex: -1, alleles: -0.88","sex: 1, alleles: -0.88"
2.3201969511156335,"sex: -1, alleles: 1.37","sex: 1, alleles: -1.31"
2.3205145320872522,"sex: -1, alleles: 0.03","sex: 1, alleles: -0.52"
2.320730992680903,"sex: -1, alleles: 0.19","sex: 1, alleles: -0.65"
2.3208009032858223,"sex: -1, alleles: -0.02","sex: 1, alleles: -0.65"
2.320997321260581,"sex: -1, alleles: 0.37","sex: 1, alleles: 0.94"
2.321038771284506,"sex: -1, alleles: -0.16","sex: 1, alleles: -0.01"
2.3210953457234536,"sex: -1, alleles: -0.34","sex: 1, alleles: 0.58"
2.3224645570010356,"sex: -1, alleles: -0.1","sex: 1, alleles: -1.01"
2.322693847230339,"sex: -1, alleles: 0.53","sex: 1, alleles: -0.25"
2.3233908306966056,"sex: -1, alleles: -0.81","sex: 1, alleles: -0.4"
2.3236203352792013,"sex: -1, alleles: 1.53","sex: 1, alleles: 0.4"
2.324297130524074,"sex: -1, alleles: -0.49","sex: 1, alleles: 0.48"
2.324450695614966,"sex: -1, alleles: -0.61","sex: 1, alleles: 0.49"
2.324705564485116,"sex: -1, alleles: 0.06","sex: 1, alleles: 0.04"
2.3250270356103715,"sex: -1, alleles: 0.24","sex: 1, alleles: -0.18"
2.3250636440231554,"sex: -1, alleles: 0.56","sex: 1, alleles: 0.11"
2.3256525834365895,"sex: -1, alleles: 1.43","sex: 1, alleles: 0.32"
2.325896257930064,"sex: -1, alleles: 0.23","sex: 1, alleles: -0.46"
2.3263269833128395,"sex: -1, alleles: -0.18","sex: 1, alleles: 0.49"
2.3264465701844474,"sex: -1, alleles: -0.39","sex: 1, alleles: 0.16"
2.326578488330686,"sex: -1, alleles: 0.36","sex: 1, alleles: -0.13"
2.3269913131675497,"sex: -1, alleles: 0.58","sex: 1, alleles: -0.7"
2.3270994561504565,"sex: -1, alleles: -0.81","sex: 1, alleles: 0.79"
2.327192283904301,"sex: -1, alleles: 0.11","sex: 1, alleles: -0.78"
2.327210765430096,"sex: -1, alleles: 0.95","sex: 1, alleles: 0.42"
2.3274889757692687,"sex: -1, alleles: -0.14","sex: 1, alleles: -0.4"
2.3280291828431725,"sex: -1, alleles: -0.1","sex: 1, alleles: -1.15"
2.3290278040141574,"sex: -1, alleles: 1.22","sex: 1, alleles: -0.88"
2.329233999644164,"sex: -1, alleles: -0.27","sex: 1, alleles: -1.51"
2.329244224250826,"sex: -1, alleles: 0.26","sex: 1, alleles: 0.3"
2.3293120379506744,"sex: -1, alleles: 0.4","sex: 1, alleles: -0.11"
2.3297923309298,"sex: -1, alleles: -0.69","sex: 1, alleles: -0.46"
2.3301759129877206,"sex: -1, alleles: -1.25","sex: 1, alleles: 0.43"
2.3304801957915253,"sex: -1, alleles: 1.08","sex: 1, alleles: -0.08"
2.3305100146504336,"sex: -1, alleles: 0.98","sex: 1, alleles: 0.13"
2.330811780970037,"sex: -1, alleles: -0.6","sex: 1, alleles: 1.11"
2.331050123803669,"sex: -1, alleles: 0.93","sex: 1, alleles: -1.09"
2.331574290086648,"sex: -1, alleles: -0.34","sex: 1, alleles: 0.21"
2.3316093351713634,"sex: -1, alleles: -0.87","sex: 1, alleles: -0.08"
2.3318849755543662,"sex: -1, alleles: 1.01","sex: 1, alleles: -0.18"
2.332439012598052,"sex: -1, alleles: 0.51","sex: 1, alleles: -0.01"
2.3324629079145347,"sex: -1, alleles: -0.04","sex: 1, alleles: 0.58"
2.3326828683303185,"sex: -1, alleles: -0.04","sex: 1, alleles: 1.68"
2.3326849353568684,"sex: -1, alleles: -0.81","sex: 1, alleles: 1.42"
2.3333316232730668,"sex: -1, alleles: -0.93","sex: 1, alleles: -0.9"
2.333954003625301,"sex: -1, alleles: 1.05","sex: 1, alleles: -0.04"
2.3341109620695573,"sex: -1, alleles: -1.73","sex: 1, alleles: -0.42"
2.334223334403584,"sex: -1, alleles: -0.38","sex: 1, alleles: -0.23"
2.3342261402168667,"sex: -1, alleles: 0.31","sex: 1, alleles: -1.04"
2.3343578791110007,"sex: -1, alleles: -0.06","sex: 1, alleles: 1.35"
2.334383566383864,"sex: -1, alleles: 1.85","sex: 1, alleles: 0.0"
2.3343969910320674,"sex: -1, alleles: -0.44","sex: 1, alleles: -0.07"
2.335345925043398,"sex: -1, alleles: 1.42","sex: 1, alleles: 1.08"
2.3358073389564673,"sex: -1, alleles: 0.51","sex: 1, alleles: 0.11"
2.335860642237366,"sex: -1, alleles: -1.07","sex: 1, alleles: 0.53"
2.3363482505014384,"sex: -1, alleles: 0.66","sex: 1, alleles: 1.27"
2.3364667573315687,"sex: -1, alleles: 2.15","sex: 1, alleles: -0.87"
2.336711253308069,"sex: -1, alleles: 0.68","sex: 1, alleles: -0.24"
2.3368889979002607,"sex: -1, alleles: -0.1","sex: 1, alleles: -0.02"
2.336987060369932,"sex: -1, alleles: -0.27","sex: 1, alleles: -0.11"
2.3370898024501994,"sex: -1, alleles: 0.0","sex: 1, alleles: 0.1"
2.3370968439975783,"sex: -1, alleles: 0.48","sex: 1, alleles: 0.91"
2.3371745397018877,"sex: -1, alleles: -0.39","sex: 1, alleles: -0.61"
2.338045349205898,"sex: -1, alleles: -0.44","sex: 1, alleles: 0.47"
2.338126714520585,"sex: -1, alleles: 0.5","sex: 1, alleles: -0.63"
2.3386995050841723,"sex: -1, alleles: 1.4","sex: 1, alleles: 0.19"
2.3391809600043763,"sex: -1, alleles: 0.35","sex: 1, alleles: 0.97"
2.339402120240138,"sex: -1, alleles: -0.08","sex: 1, alleles: 0.11"
2.340144427192419,"sex: -1, alleles: -0.03","sex: 1, alleles: 0.36"
2.340147092970749,"sex: -1, alleles: 0.71","sex: 1, alleles: 0.35"
2.340428668488736,"sex: -1, alleles: -0.15","sex: 1, alleles: -0.09"
2.3411501236330463,"sex: -1, alleles: 0.19","sex: 1, alleles: -0.38"
2.341225786053796,"sex: -1, alleles: 0.07","sex: 1, alleles: -0.77"
2.3414735402900178,"sex: -1, alleles: -1.29","sex: 1, alleles: 0.88"
2.3417989869746014,"sex: -1, alleles: 0.9","sex: 1, alleles: 0.88"
2.3422159926647685,"sex: -1, alleles: -0.1","sex: 1, alleles: -0.52"
2.3422953402246245,"sex: -1, alleles: -0.84","sex: 1, alleles: -0.16"
2.342312994624596,"sex: -1, alleles: -0.73","sex: 1, alleles: 0.71"
2.3433178324091544,"sex: -1, alleles: -0.03","sex: 1, alleles: -0.31"
2.343393579381611,"sex: -1, alleles: 0.93","sex: 1, alleles: -0.81"
2.3438650050477463,"sex: -1, alleles: 0.5","sex: 1, alleles: -0.11"
2.3439534960507045,"sex: -1, alleles: 0.15","sex: 1, alleles: -0.36"
2.3441456001713457,"sex: -1, alleles: -0.49","sex: 1, alleles: -0.02"
2.3442763935857807,"sex: -1, alleles: -0.13","sex: 1, alleles: 0.1"
2.344491837819814,"sex: -1, alleles: 1.56","sex: 1, alleles: 1.07"
2.3447899887190102,"sex: -1, alleles: 0.13","sex: 1, alleles: -0.99"
2.3450930302674657,"sex: -1, alleles: 0.77","sex: 1, alleles: -0.53"
2.345375268060137,"sex: -1, alleles: -0.18","sex: 1, alleles: 0.44"
2.3454572595744407,"sex: -1, alleles: 0.85","sex: 1, alleles: 0.47"
2.3465839312909456,"sex: -1, alleles: 1.42","sex: 1, alleles: 0.88"
2.3466911920623548,"sex: -1, alleles: 0.45","sex: 1, alleles: -1.41"
2.34690576885509,"sex: -1, alleles: -0.25","sex: 1, alleles: -0.66"
2.347105359958645,"sex: -1, alleles: 0.02","sex: 1, alleles: 0.48"
2.3474014406284813,"sex: -1, alleles: -0.81","sex: 1, alleles: 0.62"
2.3474954173600953,"sex: -1, alleles: -0.19","sex: 1, alleles: -0.18"
2.348558535163014,"sex: -1, alleles: -0.47","sex: 1, alleles: 0.14"
2.3487369976576042,"sex: -1, alleles: 0.71","sex: 1, alleles: 0.03"
2.3488159209794306,"sex: -1, alleles: 0.76","sex: 1, alleles: -0.01"
2.3488477345990835,"sex: -1, alleles: -1.0","sex: 1, alleles: 0.88"
2.349091030541778,"sex: -1, alleles: 0.05","sex: 1, alleles: -0.87"
2.3492411583312096,"sex: -1, alleles: -0.02","sex: 1, alleles: 1.34"
2.3494446977841537,"sex: -1, alleles: 1.1","sex: 1, alleles: 0.92"
2.349495568365517,"sex: -1, alleles: 0.24","sex: 1, alleles: 0.25"
2.350180093199121,"sex: -1, alleles: 0.08","sex: 1, alleles: -0.36"
2.3502829283717075,"sex: -1, alleles: 0.02","sex: 1, alleles: 0.52"
2.3503134696304446,"sex: -1, alleles: 0.96","sex: 1, alleles: -0.23"
2.3508282075865576,"sex: -1, alleles: 0.78","sex: 1, alleles: 0.57"
2.3508528629322827,"sex: -1, alleles: 0.82","sex: 1, alleles: 0.61"
2.3526536941522425,"sex: -1, alleles: 0.3","sex: 1, alleles: 0.33"
2.35285117431399,"sex: -1, alleles: 0.35","sex: 1, alleles: -0.77"
2.353001727215888,"sex: -1, alleles: 0.77","sex: 1, alleles: -0.72"
2.3534639894054004,"sex: -1, alleles: 0.08","sex: 1, alleles: 0.48"
2.353635983957391,"sex: -1, alleles: -0.9","sex: 1, alleles: -0.76"
2.3540258547601987,"sex: -1, alleles: 0.75","sex: 1, alleles: 0.44"
2.3542014552340245,"sex: -1, alleles: 0.2","sex: 1, alleles: -1.17"
2.354910992943354,"sex: -1, alleles: 0.15","sex: 1, alleles: -0.52"
2.3549196361026428,"sex: -1, alleles: 0.04","sex: 1, alleles: -0.1"
2.355217267408497,"sex: -1, alleles: 1.11","sex: 1, alleles: 0.74"
2.3552336674851504,"sex: -1, alleles: 0.92","sex: 1, alleles: -0.98"
2.35618448710248,"sex: -1, alleles: 0.35","sex: 1, alleles: -0.11"
2.3562483766787077,"sex: -1, alleles: -0.03","sex: 1, alleles: -0.48"
2.356332072976456,"sex: -1, alleles: -1.44","sex: 1, alleles: 0.63"
2.356481271612317,"sex: -1, alleles: -0.03","sex: 1, alleles: -0.15"
2.3569243522338286,"sex: -1, alleles: -0.21","sex: 1, alleles: -0.86"
2.3572537301521765,"sex: -1, alleles: 0.53","sex: 1, alleles: 0.33"
2.357361921405669,"sex: -1, alleles: -0.35","sex: 1, alleles: -0.39"
2.3576136031205723,"sex: -1, alleles: 0.15","sex: 1, alleles: -1.03"
2.3579370542618365,"sex: -1, alleles: 0.23","sex: 1, alleles: 0.46"
2.3582376488056176,"sex: -1, alleles: -1.1","sex: 1, alleles: -0.81"
