encounter_time,male,female
1.4806655618776128,"sex: -1, alleles: 1.08","sex: 1, alleles: -0.48"
1.481037527620908,"sex: -1, alleles: -0.25","sex: 1, alleles: -0.25"
1.4817178708727925,"sex: -1, alleles: -0.47","sex: 1, alleles: -0.76"
1.4822191681853019,"sex: -1, alleles: -0.29","sex: 1, alleles: -1.31"
1.4827581259930165,"sex: -1, alleles: 0.71","sex: 1, alleles: -0.47"
1.482908979742876,"sex: -1, alleles: 1.75","sex: 1, alleles: 0.05"
1.483166817155535,"sex: -1, alleles: -0.75","sex: 1, alleles: 0.48"
1.4832032613022939,"sex: -1, alleles: 0.35","sex: 1, alleles: 0.24"
1.4836771679488159,"sex: -1, alleles: 0.63","sex: 1, alleles: -0.87"
1.4837422263684485,"sex: -1, alleles: 0.05","sex: 1, alleles: -0.1"
1.4838769586820124,"sex: -1, alleles: -0.1","sex: 1, alleles: -0.74"
1.48427224828656,"sex: -1, alleles: -0.39","sex: 1, alleles: 0.75"
1.4842783702863087,"sex: -1, alleles: -0.11","sex: 1, alleles: -0.56"
1.4845996735210947,"sex: -1, alleles: -0.49","sex: 1, alleles: -2.04"
1.4849680924167967,"sex: -1, alleles: -0.64","sex: 1, alleles: 0.08"
1.4853570758473293,"sex: -1, alleles: -0.26","sex: 1, alleles: -0.15"
1.4853638261877964,"sex: -1, alleles: 0.19","sex: 1, alleles: -0.5"
1.4855784943759813,"sex: -1, alleles: -0.55","sex: 1, alleles: 0.49"
1.4859784400103144,"sex: -1, alleles: 1.42","sex: 1, alleles: -0.45"
1.487009303548282,"sex: -1, alleles: -1.23","sex: 1, alleles: 0.75"
1.487581145062335,"sex: -1, alleles: -0.5","sex: 1, alleles: -0.99"
1.4876845390547102,"sex: -1, alleles: -0.42","sex: 1, alleles: 0.26"
1.4878197286557218,"sex: -1, alleles: -0.76","sex: 1, alleles: 0.47"
1.4878570039328092,"sex: -1, alleles: 0.59","sex: 1, alleles: 0.25"
1.487896991135921,"sex: -1, alleles: 0.47","sex: 1, alleles: -0.69"
1.4879286462649903,"sex: -1, alleles: -0.92","sex: 1, alleles: -0.52"
1.4879690364266218,"sex: -1, alleles: 0.24","sex: 1, alleles: -0.89"
1.4880600582019263,"sex: -1, alleles: 0.3","sex: 1, alleles: -0.38"
1.4882686819788824,"sex: -1, alleles: -0.08","sex: 1, alleles: -0.23"
1.4890396280476241,"sex: -1, alleles: 0.92","sex: 1, alleles: 1.27"
1.4895003651046377,"sex: -1, alleles: -0.72","sex: 1, alleles: 0.86"
1.489764534537657,"sex: -1, alleles: -0.4","sex: 1, alleles: -1.76"
1.489958540465023,"sex: -1, alleles: -0.08","sex: 1, alleles: 0.32"
1.4900094237955979,"sex: -1, alleles: -0.69","sex: 1, alleles: -0.17"
1.4910546076110525,"sex: -1, alleles: 0.15","sex: 1, alleles: 0.08"
1.491179290665126,"sex: -1, alleles: 0.15","sex: 1, alleles: -0.24"
1.4912444413943444,"sex: -1, alleles: -0.07","sex: 1, alleles: -1.42"
1.4917344672060635,"sex: -1, alleles: 1.21","sex: 1, alleles: 0.99"
1.4920717469746343,"sex: -1, alleles: -0.73","sex: 1, alleles: -0.38"
1.4925459738838018,"sex: -1, alleles: -0.67","sex: 1, alleles: -0.02"
1.4925524802452679,"sex: -1, alleles: -0.37","sex: 1, alleles: -0.64"
1.4926496139688525,"sex: -1, alleles: 1.01","sex: 1, alleles: 0.88"
1.49269591799112,"sex: -1, alleles: -0.77","sex: 1, alleles: 0.48"
1.4927498791233582,"sex: -1, alleles: -0.09","sex: 1, alleles: 0.31"
1.493393670672478,"sex: -1, alleles: 1.21","sex: 1, alleles: 0.44"
1.4935632750876775,"sex: -1, alleles: -0.09","sex: 1, alleles: -0.15"
1.494011646899085,"sex: -1, alleles: 0.03","sex: 1, alleles: -0.05"
1.4941829935974873,"sex: -1, alleles: 0.05","sex: 1, alleles: -1.36"
1.4948732458733724,"sex: -1, alleles: 0.7","sex: 1, alleles: 0.28"
1.4951223927986335,"sex: -1, alleles: -0.1","sex: 1, alleles: 0.41"
1.4959638566119475,"sex: -1, alleles: -0.34","sex: 1, alleles: -0.89"
1.496209770838477,"sex: -1, alleles: 0.28","sex: 1, alleles: -0.11"
1.496290330349539,"sex: -1, alleles: -1.12","sex: 1, alleles: -1.1"
1.4966815483458664,"sex: -1, alleles: 1.75","sex: 1, alleles: -0.26"
1.4969499750916213,"sex: -1, alleles: -0.02","sex: 1, alleles: 0.11"
1.4972505581604618,"sex: -1, alleles: -0.83","sex: 1, alleles: 0.45"
1.4973678528463583,"sex: -1, alleles: -0.04","sex: 1, alleles: 0.47"
1.4974586091969349,"sex: -1, alleles: 0.22","sex: 1, alleles: 0.25"
1.4976091501377087,"sex: -1, alleles: 0.53","sex: 1, alleles: -0.07"
1.4978167491628063,"sex: -1, alleles: -0.13","sex: 1, alleles: 0.46"
1.4978466443900023,"sex: -1, alleles: 2.15","sex: 1, alleles: -0.38"
1.498123272612836,"sex: -1, alleles: -0.73","sex: 1, alleles: -0.42"
1.498238097051946,"sex: -1, alleles: 0.35","sex: 1, alleles: -0.23"
1.4982965035782652,"sex: -1, alleles: 0.01","sex: 1, alleles: -1.57"
1.4983524550834588,"sex: -1, alleles: 1.4","sex: 1, alleles: -0.54"
1.4988960160057756,"sex: -1, alleles: 0.18","sex: 1, alleles: -0.81"
1.498947789573307,"sex: -1, alleles: 0.22","sex: 1, alleles: 0.31"
1.4990516007644246,"sex: -1, alleles: -0.25","sex: 1, alleles: -0.61"
1.4992762088068226,"sex: -1, alleles: -0.15","sex: 1, alleles: -1.38"
1.5004150098183149,"sex: -1, alleles: 0.81","sex: 1, alleles: 0.33"
1.5014806318380576,"sex: -1, alleles: 0.19","sex: 1, alleles: 0.66"
1.501658258351835,"sex: -1, alleles: 0.08","sex: 1, alleles: -1.01"
1.5018380387430552,"sex: -1, alleles: -0.25","sex: 1, alleles: 0.2"
1.5022289148240995,"sex: -1, alleles: -0.67","sex: 1, alleles: -0.76"
1.5026292544567537,"sex: -1, alleles: 0.11","sex: 1, alleles: -0.07"
1.503207282349556,"sex: -1, alleles: -0.15","sex: 1, alleles: 0.88"
1.5032608031867472,"sex: -1, alleles: -0.8","sex: 1, alleles: 0.98"
1.5032616356930049,"sex: -1, alleles: 0.9","sex: 1, alleles: -1.31"
1.5034415997287518,"sex: -1, alleles: 0.27","sex: 1, alleles: 0.07"
1.5035164080734527,"sex: -1, alleles: 0.36","sex: 1, alleles: 0.21"
1.5044057934102848,"sex: -1, alleles: -0.18","sex: 1, alleles: 0.85"
1.5052086855709739,"sex: -1, alleles: 0.32","sex: 1, alleles: 0.75"
1.5055983911873656,"sex: -1, alleles: -0.24","sex: 1, alleles: -0.11"
1.5056241267080186,"sex: -1, alleles: 0.2","sex: 1, alleles: -0.07"
1.5061187968018017,"sex: -1, alleles: -0.69","sex: 1, alleles: 0.32"
1.5061683874704404,"sex: -1, alleles: -0.34","sex: 1, alleles: 0.14"
1.506398521341048,"sex: -1, alleles: -0.49","sex: 1, alleles: -0.25"
1.5079599963861827,"sex: -1, alleles: 0.45","sex: 1, alleles: 0.24"
1.509071575407158,"sex: -1, alleles: 0.34","sex: 1, alleles: -0.13"
1.5091334362495723,"sex: -1, alleles: -0.08","sex: 1, alleles: -0.72"
1.5098474040032372,"sex: -1, alleles: 0.95","sex: 1, alleles: 0.26"
1.510001595812474,"sex: -1, alleles: -1.01","sex: 1, alleles: 0.77"
1.510647071033342,"sex: -1, alleles: 0.0","sex: 1, alleles: -0.04"
1.5107987932999314,"sex: -1, alleles: -1.29","sex: 1, alleles: -0.2"
1.5109969081452923,"sex: -1, alleles: -0.11","sex: 1, alleles: -0.37"
1.511051490429065,"sex: -1, alleles: 0.19","sex: 1, alleles: -0.51"
1.511250412101006,"sex: -1, alleles: -0.34","sex: 1, alleles: 1.68"
1.5113339267034043,"sex: -1, alleles: -0.75","sex: 1, alleles: -0.89"
1.512534268419741,"sex: -1, alleles: -0.77","sex: 1, alleles: -0.7"
1.5131874863725734,"sex: -1, alleles: -0.87","sex: 1, alleles: 1.23"
1.5138280912474515,"sex: -1, alleles: 0.23","sex: 1, alleles: 0.07"
1.5138643706161456,"sex: -1, alleles: 0.12","sex: 1, alleles: 0.1"
1.5142176280336113,"sex: -1, alleles: 0.71","sex: 1, alleles: -0.88"
1.5147486709475777,"sex: -1, alleles: -0.38","sex: 1, alleles: 0.43"
1.5147487641549136,"sex: -1, alleles: -0.84","sex: 1, alleles: 1.51"
1.51531813360964,"sex: -1, alleles: -0.7","sex: 1, alleles: -0.45"
1.5153928382279744,"sex: -1, alleles: -0.03","sex: 1, alleles: 0.91"
1.5157243687242494,"sex: -1, alleles: 0.04","sex: 1, alleles: 0.1"
1.5158436585036463,"sex: -1, alleles: 0.04","sex: 1, alleles: 0.07"
1.5163199862107342,"sex: -1, alleles: -0.46","sex: 1, alleles: -0.09"
1.5163238335489424,"sex: -1, alleles: -0.59","sex: 1, alleles: 1.21"
1.5164596632724994,"sex: -1, alleles: -0.07","sex: 1, alleles: 0.13"
1.5165396390949888,"sex: -1, alleles: -0.23","sex: 1, alleles: -0.7"
1.5179151424397272,"sex: -1, alleles: -0.35","sex: 1, alleles: 0.05"
1.5181602059223818,"sex: -1, alleles: 0.23","sex: 1, alleles: 0.32"
1.5181677804357596,"sex: -1, alleles: 1.85","sex: 1, alleles: 0.3"
1.5181715558626088,"sex: -1, alleles: -0.21","sex: 1, alleles: -0.18"
1.5182403076495792,"sex: -1, alleles: -0.02","sex: 1, alleles: -0.22"
1.5185399604962986,"sex: -1, alleles: -0.07","sex: 1, alleles: 0.07"
1.5190966955280318,"sex: -1, alleles: -0.22","sex: 1, alleles: -0.75"
1.519669563392371,"sex: -1, alleles: 0.75","sex: 1, alleles: -0.78"
1.5203113045152605,"sex: -1, alleles: -0.25","sex: 1, alleles: -0.36"
1.5203184217589532,"sex: -1, alleles: -0.54","sex: 1, alleles: -0.45"
1.520433751553716,"sex: -1, alleles: -0.61","sex: 1, alleles: -0.8"
1.5205579750000968,"sex: -1, alleles: -0.55","sex: 1, alleles: 1.2"
1.5206064635183063,"sex: -1, alleles: -1.73","sex: 1, alleles: -1.21"
1.5210429322009416,"sex: -1, alleles: -0.45","sex: 1, alleles: 0.26"
1.5210779628074456,"sex: -1, alleles: -0.61","sex: 1, alleles: 0.26"
1.5216362613805414,"sex: -1, alleles: -0.13","sex: 1, alleles: -1.43"
1.5216852236283058,"sex: -1, alleles: -0.11","sex: 1, alleles: -0.43"
1.5217698399016033,"sex: -1, alleles: -1.06","sex: 1, alleles: -0.64"
1.5221504341331369,"sex: -1, alleles: 0.2","sex: 1, alleles: 0.2"
1.5224866022011083,"sex: -1, alleles: 0.39","sex: 1, alleles: -0.51"
1.5227661150195209,"sex: -1, alleles: -1.73","sex: 1, alleles: 0.2"
1.5229149133536362,"sex: -1, alleles: 0.19","sex: 1, alleles: -0.05"
1.5236451815413135,"sex: -1, alleles: 0.07","sex: 1, alleles: -0.13"
1.5242192660654357,"sex: -1, alleles: -0.39","sex: 1, alleles: -0.4"
1.524818532627743,"sex: -1, alleles: -0.69","sex: 1, alleles: -0.24"
1.5250791924882363,"sex: -1, alleles: -0.89","sex: 1, alleles: -0.23"
1.525239473473822,"sex: -1, alleles: 0.75","sex: 1, alleles: -0.9"
1.525256072734789,"sex: -1, alleles: -0.77","sex: 1, alleles: -0.4"
1.5254651340292527,"sex: -1, alleles: -0.21","sex: 1, alleles: 0.11"
1.526147213669513,"sex: -1, alleles: -0.77","sex: 1, alleles: 0.75"
1.5268077178834516,"sex: -1, alleles: 0.13","sex: 1, alleles: -0.09"
1.527137032751235,"sex: -1, alleles: -0.21","sex: 1, alleles: -0.73"
1.5274070578864132,"sex: -1, alleles: 1.04","sex: 1, alleles: 0.42"
1.527418370310159,"sex: -1, alleles: 0.81","sex: 1, alleles: -0.28"
1.5274811805168187,"sex: -1, alleles: 0.5","sex: 1, alleles: 0.1"
1.5276963779015436,"sex: -1, alleles: 0.68","sex: 1, alleles: -0.45"
1.5278635648370755,"sex: -1, alleles: 0.64","sex: 1, alleles: -0.81"
1.528156149423757,"sex: -1, alleles: -0.78","sex: 1, alleles: -1.41"
1.5282296041772812,"sex: -1, alleles: 1.22","sex: 1, alleles: -0.25"
1.5290821212022676,"sex: -1, alleles: 0.68","sex: 1, alleles: 0.89"
1.529638166052275,"sex: -1, alleles: 1.01","sex: 1, alleles: -0.76"
1.5299041871872796,"sex: -1, alleles: -0.81","sex: 1, alleles: -0.67"
1.5306063508399528,"sex: -1, alleles: -0.14","sex: 1, alleles: -0.11"
1.5313180814728469,"sex: -1, alleles: 1.85","sex: 1, alleles: 0.91"
1.5314480228612868,"sex: -1, alleles: 0.7","sex: 1, alleles: -0.11"
1.5315990831841193,"sex: -1, alleles: -0.73","sex: 1, alleles: -0.69"
1.5320883788781612,"sex: -1, alleles: 0.89","sex: 1, alleles: -0.96"
1.5321590046788107,"sex: -1, alleles: 0.82","sex: 1, alleles: -0.13"
1.5322392236940425,"sex: -1, alleles: 0.0","sex: 1, alleles: -0.18"
1.5326277777564112,"sex: -1, alleles: -0.49","sex: 1, alleles: -0.13"
1.532653811181497,"sex: -1, alleles: -0.23","sex: 1, alleles: 0.71"
1.532851294205771,"sex: -1, alleles: -0.34","sex: 1, alleles: -0.24"
1.5331373375655266,"sex: -1, alleles: -0.45","sex: 1, alleles: 0.49"
1.5335068745640463,"sex: -1, alleles: -0.2","sex: 1, alleles: -0.18"
1.5337359462414102,"sex: -1, alleles: 0.42","sex: 1, alleles: -0.08"
1.534063941949718,"sex: -1, alleles: 0.63","sex: 1, alleles: -0.24"
1.5346214052859388,"sex: -1, alleles: 0.5","sex: 1, alleles: 0.04"
1.534657237711596,"sex: -1, alleles: 0.1","sex: 1, alleles: -0.16"
1.5352482758225228,"sex: -1, alleles: -0.48","sex: 1, alleles: -1.42"
1.5354188579009396,"sex: -1, alleles: 0.64","sex: 1, alleles: -0.02"
1.535419879473626,"sex: -1, alleles: -0.48","sex: 1, alleles: -0.09"
1.535447652081871,"sex: -1, alleles: -1.73","sex: 1, alleles: 0.73"
1.535756392493087,"sex: -1, alleles: 0.08","sex: 1, alleles: -0.05"
1.5357767310512471,"sex: -1, alleles: -0.8","sex: 1, alleles: -1.51"
1.5359317125130378,"sex: -1, alleles: -0.33","sex: 1, alleles: -0.54"
1.5362994506693435,"sex: -1, alleles: -0.2","sex: 1, alleles: 0.41"
1.536400708279458,"sex: -1, alleles: 0.62","sex: 1, alleles: -0.27"
1.5365645120945555,"sex: -1, alleles: 0.04","sex: 1, alleles: 0.61"
1.5373843249714567,"sex: -1, alleles: 0.76","sex: 1, alleles: 0.38"
1.53742428443252,"sex: -1, alleles: 0.35","sex: 1, alleles: -0.07"
1.5374632436678892,"sex: -1, alleles: 0.35","sex: 1, alleles: -0.18"
1.5376254294416727,"sex: -1, alleles: 1.02","sex: 1, alleles: -0.65"
1.5378677647337957,"sex: -1, alleles: -0.64","sex: 1, alleles: 0.08"
1.538246702146541,"sex: -1, alleles: 0.5","sex: 1, alleles: 0.02"
1.5382992715938228,"sex: -1, alleles: 0.04","sex: 1, alleles: 0.15"
1.5384144467987437,"sex: -1, alleles: 0.76","sex: 1, alleles: 0.46"
1.5384849025797138,"sex: -1, alleles: -0.56","sex: 1, alleles: 0.9"
1.5387390160042935,"sex: -1, alleles: 1.0","sex: 1, alleles: 0.34"
1.5388550832681769,"sex: -1, alleles: 0.1","sex: 1, alleles: -0.2"
1.5399449953262647,"sex: -1, alleles: -0.83","sex: 1, alleles: 0.8"
1.5419212461225373,"sex: -1, alleles: -0.83","sex: 1, alleles: -0.46"
1.5424327436459677,"sex: -1, alleles: 0.28","sex: 1, alleles: -0.75"
1.5429289129464792,"sex: -1, alleles: 0.23","sex: 1, alleles: -0.02"
1.5431529372887787,"sex: -1, alleles: 0.35","sex: 1, alleles: -0.88"
1.5431870727036843,"sex: -1, alleles: -0.47","sex: 1, alleles: -0.64"
1.5434363757923508,"sex: -1, alleles: -0.09","sex: 1, alleles: -0.66"
1.545189463014961,"sex: -1, alleles: -0.36","sex: 1, alleles: -0.5"
1.5457006515835006,"sex: -1, alleles: -0.25","sex: 1, alleles: 0.86"
1.5469943134563262,"sex: -1, alleles: -0.93","sex: 1, alleles: 0.12"
1.5472067925252473,"sex: -1, alleles: -0.32","sex: 1, alleles: -0.46"
1.5473394855558944,"sex: -1, alleles: -0.33","sex: 1, alleles: 0.58"
1.5473705582590371,"sex: -1, alleles: -0.34","sex: 1, alleles: 0.33"
1.5476553767033423,"sex: -1, alleles: -0.49","sex: 1, alleles: -0.16"
1.5479413008682932,"sex: -1, alleles: -0.67","sex: 1, alleles: 0.84"
1.5482303818037475,"sex: -1, alleles: 0.08","sex: 1, alleles: -0.33"
1.5494686690596857,"sex: -1, alleles: -0.18","sex: 1, alleles: -0.43"
1.5499192320986475,"sex: -1, alleles: -0.89","sex: 1, alleles: -0.45"
1.550244521336849,"sex: -1, alleles: -0.25","sex: 1, alleles: -0.76"
1.5503465557220064,"sex: -1, alleles: 0.1","sex: 1, alleles: 0.04"
1.5506512234510657,"sex: -1, alleles: -0.76","sex: 1, alleles: 0.97"
1.550977287311897,"sex: -1, alleles: -0.11","sex: 1, alleles: -0.83"
1.5513286281892513,"sex: -1, alleles: 0.33","sex: 1, alleles: -0.81"
1.5513421960964915,"sex: -1, alleles: -0.21","sex: 1, alleles: -0.27"
1.5520793813910292,"sex: -1, alleles: -1.12","sex: 1, alleles: -0.2"
1.553052026135085,"sex: -1, alleles: -0.82","sex: 1, alleles: -0.36"
1.5531383220557313,"sex: -1, alleles: 0.03","sex: 1, alleles: -1.11"
1.5533092034418372,"sex: -1, alleles: 0.55","sex: 1, alleles: 0.11"
1.5533956612524822,"sex: -1, alleles: 0.04","sex: 1, alleles: 0.54"
1.5540985069226316,"sex: -1, alleles: 0.36","sex: 1, alleles: 0.75"
1.5542031967144379,"sex: -1, alleles: -0.08","sex: 1, alleles: -0.57"
1.5542241261931435,"sex: -1, alleles: -0.31","sex: 1, alleles: -0.92"
1.5543670877820754,"sex: -1, alleles: -0.7","sex: 1, alleles: 0.98"
1.554649214002401,"sex: -1, alleles: 0.08","sex: 1, alleles: -0.18"
1.554701258987743,"sex: -1, alleles: -0.04","sex: 1, alleles: 1.15"
1.555642685542908,"sex: -1, alleles: 0.76","sex: 1, alleles: -0.81"
1.555834519417072,"sex: -1, alleles: 0.37","sex: 1, alleles: -0.38"
1.5562444378874576,"sex: -1, alleles: 0.29","sex: 1, alleles: 0.29"
1.556429553230954,"sex: -1, alleles: -1.29","sex: 1, alleles: 0.16"
1.5569127333001316,"sex: -1, alleles: -0.41","sex: 1, alleles: 0.94"
1.557304797831409,"sex: -1, alleles: 0.75","sex: 1, alleles: 0.1"
1.5573354294328825,"sex: -1, alleles: -0.72","sex: 1, alleles: -0.11"
1.5575594347886246,"sex: -1, alleles: -0.18","sex: 1, alleles: 0.8"
1.5582588385853593,"sex: -1, alleles: 1.85","sex: 1, alleles: 0.31"
1.55842362205103,"sex: -1, alleles: -0.08","sex: 1, alleles: 0.28"
1.5585321267623768,"sex: -1, alleles: 0.75","sex: 1, alleles: -0.52"
1.5598757742986191,"sex: -1, alleles: -0.76","sex: 1, alleles: -1.09"
1.5600454868970948,"sex: -1, alleles: 0.0","sex: 1, alleles: -0.64"
1.5601553471289407,"sex: -1, alleles: 0.47","sex: 1, alleles: 0.46"
1.560515918219579,"sex: -1, alleles: -0.1","sex: 1, alleles: 0.13"
1.560793457042829,"sex: -1, alleles: 0.58","sex: 1, alleles: -1.6"
1.5608645210931948,"sex: -1, alleles: -0.16","sex: 1, alleles: -0.58"
1.5608952524614241,"sex: -1, alleles: -0.61","sex: 1, alleles: -0.23"
1.5614007649140131,"sex: -1, alleles: 0.42","sex: 1, alleles: 0.03"
1.5614232827271564,"sex: -1, alleles: -0.11","sex: 1, alleles: -0.83"
1.5616763302985288,"sex: -1, alleles: -0.82","sex: 1, alleles: 1.35"
1.5618725641615905,"sex: -1, alleles: -0.69","sex: 1, alleles: -0.48"
1.5619226077972543,"sex: -1, alleles: 0.35","sex: 1, alleles: -0.32"
1.5621564167923787,"sex: -1, alleles: -0.72","sex: 1, alleles: 1.14"
1.5623668940578428,"sex: -1, alleles: -0.62","sex: 1, alleles: 0.75"
1.5626155514765903,"sex: -1, alleles: -0.48","sex: 1, alleles: -0.37"
1.562692149694625,"sex: -1, alleles: -0.5","sex: 1, alleles: -0.39"
1.5628289976425815,"sex: -1, alleles: 1.29","sex: 1, alleles: -0.02"
1.5629366645093214,"sex: -1, alleles: 0.3","sex: 1, alleles: 0.37"
1.5630589540992865,"sex: -1, alleles: 0.95","sex: 1, alleles: 0.24"
1.5647136830813335,"sex: -1, alleles: -0.14","sex: 1, alleles: -0.89"
1.5650960426688352,"sex: -1, alleles: -1.2","sex: 1, alleles: 1.21"
1.5655104672206668,"sex: -1, alleles: 0.71","sex: 1, alleles: -0.39"
1.565591732407059,"sex: -1, alleles: 0.92","sex: 1, alleles: -1.17"
1.5656219497046835,"sex: -1, alleles: -0.67","sex: 1, alleles: 0.08"
1.5656262777125327,"sex: -1, alleles: -0.62","sex: 1, alleles: -0.73"
1.5656474504259617,"sex: -1, alleles: 0.96","sex: 1, alleles: 0.88"
1.5658965371688296,"sex: -1, alleles: 0.26","sex: 1, alleles: 1.24"
1.566014835783897,"sex: -1, alleles: -0.49","sex: 1, alleles: -0.04"
1.56617931336269,"sex: -1, alleles: -0.15","sex: 1, alleles: 0.56"
1.5665119403756322,"sex: -1, alleles: -0.33","sex: 1, alleles: 0.76"
1.5665629288061766,"sex: -1, alleles: -0.27","sex: 1, alleles: -0.8"
1.5671699186285457,"sex: -1, alleles: 0.75","sex: 1, alleles: -1.03"
1.5678045294848681,"sex: -1, alleles: -1.01","sex: 1, alleles: 0.63"
1.5679609971717337,"sex: -1, alleles: 1.75","sex: 1, alleles: -0.75"
1.5681194413361708,"sex: -1, alleles: -0.09","sex: 1, alleles: 0.62"
1.5682807409785777,"sex: -1, alleles: -0.39","sex: 1, alleles: 0.8"
1.5685193714476817,"sex: -1, alleles: -0.09","sex: 1, alleles: 0.13"
1.5693436684349518,"sex: -1, alleles: 1.11","sex: 1, alleles: 1.18"
1.5694821706323117,"sex: -1, alleles: -0.16","sex: 1, alleles: -0.15"
1.5696264084202665,"sex: -1, alleles: 0.16","sex: 1, alleles: -0.73"
1.5700050139277315,"sex: -1, alleles: -0.93","sex: 1, alleles: 0.13"
1.5701230774882409,"sex: -1, alleles: 0.18","sex: 1, alleles: 0.13"
1.570225221938151,"sex: -1, alleles: 2.0","sex: 1, alleles: -0.32"
1.5704913842799182,"sex: -1, alleles: 0.39","sex: 1, alleles: -0.17"
1.5706561726278032,"sex: -1, alleles: -0.23","sex: 1, alleles: -0.23"
1.5708882486412363,"sex: -1, alleles: 0.51","sex: 1, alleles: 0.38"
1.5709144464383182,"sex: -1, alleles: -0.83","sex: 1, alleles: -0.89"
1.5711993802566346,"sex: -1, alleles: -0.94","sex: 1, alleles: 0.63"
1.5722895402005252,"sex: -1, alleles: -0.07","sex: 1, alleles: -0.53"
1.5724813589547777,"sex: -1, alleles: 0.49","sex: 1, alleles: -0.09"
1.573550538587474,"sex: -1, alleles: -1.24","sex: 1, alleles: 0.11"
1.574764613674157,"sex: -1, alleles: -0.11","sex: 1, alleles: -0.22"
1.5747723423816375,"sex: -1, alleles: -0.83","sex: 1, alleles: 0.31"
1.5748524622406532,"sex: -1, alleles: -0.62","sex: 1, alleles: -0.6"
1.5752146609776319,"sex: -1, alleles: -1.26","sex: 1, alleles: -1.11"
1.575762149389679,"sex: -1, alleles: 1.4","sex: 1, alleles: -0.39"
1.5760373894587447,"sex: -1, alleles: -0.58","sex: 1, alleles: -0.55"
1.576376124215604,"sex: -1, alleles: -0.69","sex: 1, alleles: 0.24"
1.5767642278268545,"sex: -1, alleles: -0.2","sex: 1, alleles: -0.05"
1.5769003156947268,"sex: -1, alleles: -0.47","sex: 1, alleles: -0.49"
1.5769317881365845,"sex: -1, alleles: 1.53","sex: 1, alleles: -0.84"
1.5774979362732104,"sex: -1, alleles: 0.68","sex: 1, alleles: -0.01"
1.578169550644202,"sex: -1, alleles: -0.26","sex: 1, alleles: -0.21"
1.5785008954997162,"sex: -1, alleles: 0.17","sex: 1, alleles: -0.33"
1.5785447079301347,"sex: -1, alleles: -0.69","sex: 1, alleles: 1.01"
1.578935399924961,"sex: -1, alleles: -0.18","sex: 1, alleles: -1.32"
1.5795992340492813,"sex: -1, alleles: 1.54","sex: 1, alleles: -0.01"
1.5806390127060457,"sex: -1, alleles: -0.05","sex: 1, alleles: -0.36"
1.5808957982942986,"sex: -1, alleles: -0.77","sex: 1, alleles: -0.53"
1.5809166401805395,"sex: -1, alleles: -0.98","sex: 1, alleles: -1.09"
1.5810355187671141,"sex: -1, alleles: 0.67","sex: 1, alleles: 0.01"
1.5815772715480203,"sex: -1, alleles: -0.77","sex: 1, alleles: 0.9"
1.5815810065435936,"sex: -1, alleles: -0.79","sex: 1, alleles: 0.84"
1.581585848725243,"sex: -1, alleles: 0.02","sex: 1, alleles: -0.66"
1.5822401888552258,"sex: -1, alleles: -0.16","sex: 1, alleles: -0.15"
1.5829024130163991,"sex: -1, alleles: 0.73","sex: 1, alleles: -0.09"
1.5836576165434293,"sex: -1, alleles: 0.33","sex: 1, alleles: -0.64"
1.583943206102114,"sex: -1, alleles: 0.44","sex: 1, alleles: 0.84"
1.584110716717381,"sex: -1, alleles: -0.66","sex: 1, alleles: 0.63"
1.5842559485601198,"sex: -1, alleles: 0.87","sex: 1, alleles: 0.18"
1.585452000151728,"sex: -1, alleles: -0.13","sex: 1, alleles: -0.55"
1.5858033206456987,"sex: -1, alleles: 1.11","sex: 1, alleles: 0.55"
1.586236139623092,"sex: -1, alleles: 0.92","sex: 1, alleles: -1.11"
1.5872796723170866,"sex: -1, alleles: 0.33","sex: 1, alleles: 0.4"
1.587538492780174,"sex: -1, alleles: -0.14","sex: 1, alleles: -0.46"
1.5879341508434643,"sex: -1, alleles: -0.64","sex: 1, alleles: -1.11"
1.5881015554744924,"sex: -1, alleles: 0.81","sex: 1, alleles: -0.5"
1.5885205667746318,"sex: -1, alleles: -0.08","sex: 1, alleles: 0.12"
1.5887575722542346,"sex: -1, alleles: 0.01","sex: 1, alleles: 0.48"
1.5891930000562686,"sex: -1, alleles: -0.08","sex: 1, alleles: -0.23"
1.5894877766769882,"sex: -1, alleles: 0.01","sex: 1, alleles: 0.42"
1.5895700493336757,"sex: -1, alleles: 0.55","sex: 1, alleles: -0.88"
1.5895834312457287,"sex: -1, alleles: 0.95","sex: 1, alleles: 0.2"
1.589666214737451,"sex: -1, alleles: 0.22","sex: 1, alleles: -0.81"
1.5897647590906492,"sex: -1, alleles: 0.04","sex: 1, alleles: 0.48"
1.589832526836109,"sex: -1, alleles: 0.77","sex: 1, alleles: -1.32"
1.5901516263733637,"sex: -1, alleles: 0.92","sex: 1, alleles: 1.07"
1.5902240934805727,"sex: -1, alleles: 0.63","sex: 1, alleles: 0.4"
1.5902947427815783,"sex: -1, alleles: -0.59","sex: 1, alleles: 0.6"
1.590468661510229,"sex: -1, alleles: 0.71","sex: 1, alleles: -0.45"
1.5907153565940002,"sex: -1, alleles: 0.15","sex: 1, alleles: -0.74"
1.5909783521546004,"sex: -1, alleles: -0.9","sex: 1, alleles: -0.17"
1.591219912801329,"sex: -1, alleles: -0.56","sex: 1, alleles: -0.74"
1.5912704211310453,"sex: -1, alleles: 0.05","sex: 1, alleles: -0.02"
1.5913639665663162,"sex: -1, alleles: 0.35","sex: 1, alleles: 1.68"
